"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2016,1,1,1.687,1.436
2016,1,2,1.557,1.357
2016,1,3,1.734,1.537
2016,2,1,1.203,1.081
2016,2,2,1.585,1.182
2016,2,3,1.973,1.438
2016,3,1,3.31,4.174
2016,3,2,3.395,5.082
2016,3,3,3.643,5.841
2016,4,1,5.312,5.37
2016,4,2,22.739,6.209
2016,4,3,16.572,4.79
2016,5,1,2.969,0.904
2016,5,2,0.171,0.166
2016,5,3,0.135,0.133
2016,6,1,0,0
2016,6,2,0,0
2016,6,3,0.508,0.312
2016,7,1,3.007,2.885
2016,7,2,3.584,4.43
2016,7,3,18.008,4.223
2016,8,1,27.652,7.472
2016,8,2,9.904,6.085
2016,8,3,6.936,5.554
2016,9,1,1.085,1.017
2016,9,2,0.001,0
2016,9,3,0,0
2016,10,1,0,0
2016,10,2,0,0
2016,10,3,0,0
2016,11,1,1.683,0.567
2016,11,2,1.358,0.947
2016,11,3,1.317,1
2016,12,1,1.696,1.554
2016,12,2,1.854,1.718
2016,12,3,1.928,1.833
2017,1,1,1.522,1.436
2017,1,2,1.49,1.357
2017,1,3,1.611,1.537
2017,2,1,1.267,1.081
2017,2,2,3.365,1.182
2017,2,3,1.687,1.438
2017,3,1,3.404,4.174
2017,3,2,2.921,5.082
2017,3,3,13.812,5.841
2017,4,1,1.218,5.37
2017,4,2,1.04,6.209
2017,4,3,4.572,4.79
2017,5,1,4.926,0.904
2017,5,2,1.646,0.166
2017,5,3,0.235,0.133
2017,6,1,0,0
2017,6,2,0,0
2017,6,3,0.525,0.312
2017,7,1,5.813,2.885
2017,7,2,12.099,4.43
2017,7,3,14.056,4.223
2017,8,1,8.95,7.472
2017,8,2,7.981,6.085
2017,8,3,9.691,5.554
2017,9,1,1.121,1.017
2017,9,2,0.001,0
2017,9,3,0,0
2017,10,1,0,0
2017,10,2,0,0
2017,10,3,0,0
2017,11,1,0.731,0.567
2017,11,2,1.083,0.947
2017,11,3,1.132,1
2017,12,1,1.703,1.554
2017,12,2,1.863,1.718
2017,12,3,1.922,1.833
2018,1,1,1.517,1.436
2018,1,2,1.483,1.357
2018,1,3,1.623,1.537
2018,2,1,1.98,1.081
2018,2,2,1.513,1.182
2018,2,3,1.887,1.438
2018,3,1,3.729,4.174
2018,3,2,3.499,5.082
2018,3,3,2.483,5.841
2018,4,1,6.591,5.37
2018,4,2,2.256,6.209
2018,4,3,11.674,4.79
2018,5,1,3.316,0.904
2018,5,2,0.784,0.166
2018,5,3,0.432,0.133
2018,6,1,0.073,0
2018,6,2,0,0
2018,6,3,0.506,0.312
2018,7,1,4.214,2.885
2018,7,2,3.173,4.43
2018,7,3,3.581,4.223
2018,8,1,11.41,7.472
2018,8,2,4.916,6.085
2018,8,3,5.533,5.554
2018,9,1,1.134,1.017
2018,9,2,0.01,0
2018,9,3,0,0
2018,10,1,0.028,0
2018,10,2,0.098,0
2018,10,3,0.525,0
2018,11,1,0.756,0.567
2018,11,2,1.397,0.947
2018,11,3,1.367,1
2018,12,1,1.7,1.554
2018,12,2,1.89,1.718
2018,12,3,1.935,1.833